Data,Label,Hard_Word_Ratio
আমার প্রিয় ফুড ব্লগার হিল্লোল ভাই এর সাথে বাকি পছন্দের ব্লগাররা । সবাইকে এক সাথে দেখে অনেক ভালো লাগছে,1,0.05263157894736842
"খতিয়ে দেখা গেছে এটা ডিসি ছিলো , ধামা চাপা দিয়ে সত্য কে চাপা দেওয়া যায় না , এদের মতো লোক দেশের জন্য কলংক  ",2,0.08695652173913043
"ভাই , এক জনের কত টাকা করে বাজেট লগতে পারে ",1,0.1
শেষ ভিডিওটা পুরো ভুরিভোজ এর পর মিষ্টি দই এর মত লাগলো । আপনাকে সহস্র প্রণাম আদনান ভাই । দুঃখ লাগে এই ভেবে যে কেন বাংলা ভাগ হলো । আবার আসবেন কলকাতায় কিন্তু সঙ্গে বৌদিকে নিয়েএবারের মতো চাপে পড়ে নয় কিন্তু,1,0.15
কৃতঙ্গতা স্বপ্ন ও পুলিশ জাহিদ ভাইয়ের প্রতি,1,0.14285714285714285
আসলে রেস্টুরেন্ট গুলোই সব মাছ ইলিশ না । বেশির ভাগ মাছ গুলো চন্দনা ইলিশ । যারা না চিনে তারাই ঠকবে । আর দামটা আপনার মতো করে যাচাই করতে হবে । আর রুপালি ইলিশের দাম অনেক,0,0.11428571428571428
"অন্য কেউ করলে চুরি , আর নিজে করলে মসকারি । বিবিসির অবস্থা এখন তাই ",2,0.14285714285714285
আপনার পাশে যে একজন আসহায় মানুষ দাড়ানো আছে তাকে যদি একটা দিতেন তাহলে ভিডিও টা আরো ভাল লাগতো ,2,0.1111111111111111
আর আমার কথা হল আমি যদি টাকা নিয়ে যাই তাহলে কিভাবে ভাংগাবো নাকি পারবো না । প্লিজ জানাবেন,0,0.05555555555555555
খাবার সামনে নিয়ে এত কথা বলা ! সত্যিই সাহসের ব্যাপার,1,0.1
অন্যায়ের বিরুদ্ধে ন্যায়ের পক্ষে একমাত্র যমুনা টেলিভিশনে কথা বললে অন্য চ্যানেল গুলো এভাবে প্রতিবাদ করলে দেশের মানুষ অনেক শান্তিতে থাকতে পারবে না পারবেন,1,0.13043478260869565
"এই সব নরকের কীট কে চাকরীচ্যুত করা হউক , এদের জন্য আজ বাংলাদেশ এই বেহাল অবস্থা । ধন্যবাদ যমুনা টিভি ",0,0.15
অনেক অপেক্ষা করতে হয় গুলুমুলু ভাবী আর ভাইয়ার ভিডিও দেখার জন্য,1,0.09090909090909091
"ভাই আপনি বুটানের পা হার দেখলেন , আমরা জারা প্রবাসে আছি অনেক সুন্দর সুন্দর পাহাড় বেড়ানো হয় , ভাইয়া আপনার ভিডিও টা অনেক ভালো লাগলো , ভাইয়া ধন্যবাদ আপনাকে ",1,0.10344827586206896
চমৎকার । এখন থেকে নওশিন আপুকেও নিয়মিত দেখতে চাই,1,0.1111111111111111
আপনি ভুনা ছাড়া আর কিছু বোঝেন না ? শুধু ভুনার সাথে তুলনা,2,0.16666666666666666
"সিঙ্গারা এক টাকা হওয়া দরকার । কিন্তু আমাদের ঢাকাতে সবাই বড়লক্স তাই দোকানদার গুলা দাম বাড়ায় ৫ টাকা করছে , কিন্তু সেই আগের মতন এ সব টেস্ট ",1,0.1111111111111111
ছাত্রলীগকে নিষিদ্ধ করলে দেশে উন্নতি হবে এবং দেশের জনগণ সুখে ও শান্তিতে থাকতে পারবে,1,0.14285714285714285
বাংলাদেশ অনেক সুন্দর একটা দেশ,1,0.0
*বয়স শুনে তো পুরাই আশ্চর্য হয়ে গেলাম* এই বয়সে এত স্মার্ট এখনো আমার তো বিশ্বাসই হচ্ছে না আপনাদের কি অবস্থা,1,0.15
একমাত্র যমুনা টেলিভিশন ' ই দেশ অগ্রযাত্রায় মজবুত ভূমিকা পালন করে যাচ্ছে ,1,0.16666666666666666
"হত্যা , ঘুষ , সুদ , ডাকাতি , ভরে গেছে ",2,0.1
কি আমার দামটাই কমাইছে গো ! ৬০ টাকার জিনিস ৫৫ । মাত্র ৫ টাকা ! ২০ অথবা ৩০ হইলে তাও একটা কথা ছিলো,1,0.13043478260869565
পরলেই ভদ্র লোক হওয়া যায় না,2,0.16666666666666666
বিবিসি বাংলার পর যে নিউজ চ্যানেলকে ভালোবাসি সেটা হলো * যমুনা টিভি * দেশের এই প্রতিকূল অবস্থায় ও আপনাদের নিরপেক্ষ সংবাদ গুলো আমাকে বার্তা দেয় * দেশে এখনো সাহসী মানুষ আছে *,0,0.15625
"ত্রিশ লাখ না দিক , লাখ খানিক তো দিতে পারতো , এবার কত লাখ তলে তলে জলে যাবে , এই ঘটনা ধামা চাপা দিতে আল্লাহ জানে , যমুনা টিভি একটু সাহায্য করলেই ",0,0.15625
পুরস্কার গুলা দিতে দেখলে আরো মজা ও ভালো লাগতো ভাই । পুরস্কার যেটাই হোক,2,0.07142857142857142
এই একটা কথার কারনে তার রাজনীতি থেকেই ধংশ করে দেওয়া হয়েছিল,2,0.0
এরা দুইজনই পেইড রিভিউয়ার এবং এরা খাবারের রিভিউ ঠিক করে একেবারে বলতেই পারে না ,2,0.14285714285714285
"অনেক ধন্যবাদ ভাই , আমি ইনশাআল্লাহ্ সামনের বছরেই আবার রাজশাহী আসছি , তখন দেখা হবে ",1,0.13333333333333333
বজলু চাচার চা ভাইয়া বেষ্ট ❤,1,0.16666666666666666
আর শুধু কি বাংলাদেশিরাই ভারতে চুরি করতে যায় আপনারা আসেন না ? আপনি কি জনেন আপনাদের দেশেরে থেকে আমাদের দেশে বেকরত্ব কম ?,2,0.17391304347826086
আপনারতো আর টাকা লাগে না খাইতে । তাই ২৫০ টাকা দিয়ে ভাত খান,2,0.07692307692307693
"আমার এক বন্ধু আছে ওর নাম রাফি , সে প্রচুর ইয়াবা খায় তাই ওর নাম দিয়েছি বাবা রাফি ",2,0.16666666666666666
ভাই আপনি খাবার চাপায় না নিয়ে মুখের সামনে রেখে খান কেনো ? তার উপর চপ অথবা চপ শব্দ করেন দেখতে খারাপ লাগে,2,0.045454545454545456
বাম হাত দিয়ে খাবার খেতে নিজেকে স্টান্ডার্ড মনে করেন নাকি ? এই ধরনের কাজ করবেন না,2,0.0625
ওরা হচ্ছে দেশের লাইসেন্স করার সন্ত্রাসী,2,0.0
বাঙ্গালি দিয়ে ফ্রি কিছু সম্ভব হয়নি,0,0.0
"ওর ফাঁসি চাই , না হলে ওদের বিয়ে দিয়ে দিতে হবে ",2,0.0
আমার বাংলা দেশি অনেক ভাই বিদেশ থাকে । কিন্তু ওরা দেখতে পায় খেতে পায় না তারা অনেক কষ্ট পায় তাদের দেশের কথা মনে পরে জায় । কেন এমন বিডিও বানান । আসলে আমি বাংলা দেশ থেকে বলছি আমি এক জন মেয়ে,2,0.0
আপনি অনেক খাবার খেয়ে বলেন না যে খাবার টা খেতে কেমন । খাবারটা আপনি রিকমেন্ড করেন কিনা । প্রতিটা খাবার যদি আরেকটু ভালোভাবে ব্যাখ্যা করতেন তাহলে আরো ভালো লাগতো,1,0.06896551724137931
এত বাজে খাবার এই দামে খাওয়া আর টাকা গুলো বুড়িগঙ্গায় ফেলে দেওয়া মোটামুটি একই কথা,2,0.06666666666666667
"সবজি , হালুয়া , ডাল , দই এসব প্রায় সব রেষ্টুরেন্টে পাবেন । এর বেশি ভেজ সকালে আর হয় না । আমাদের এখানে মিষ্টির দোকান গুলোতে সকালে নাস্তা করা যায় ওখানে দই মিষ্টি ও পাবেন ",0,0.05714285714285714
খাবার গুলোর দাম অবাক করার মতন বেশি । আর ওদের আইটেম সব প্রায় একি,2,0.0
পর্ব বাড়ানোর জন্য হুদাই এভাবে রাস্তা দেখানোর কোন প্রয়োজন নাই । আর একটু পর পর হুদাই ভেভে করে হাসবেন না,2,0.15
ভাই মাটোন ও মুরগি হারাম । কারন আল্লাহ র নামে জবাই করা হয় নি,2,0.07142857142857142
আমার পক্ষ থেকে বিশেষ করে ঢাকা বিশ্ববিদ্যালয়ের শিক্ষার্থী উনাকে অনেক অনেক ধন্যবাদ এই জন্য যে একটি পথশিশু কি এভাবে ভালোবেসে তাকে সুরের মাধ্যমে বহিঃপ্রকাশ ঘটানো এবং তার পাশে দাঁড়ানো পাশাপাশি আমি সেই ছেলেটির জন্য দোয়া করি সে যেন অনেক বড় একজন শিল্পী হয় ধন্যবাদ ,1,0.1590909090909091
ভাই আপনি মানিকগঞ্জের চটপটি খেতে পারেন ,1,0.16666666666666666
কে কি বুঝল বা বলল জানি না,0,0.14285714285714285
"ফুড ভ্লগিং শুরু করার পর কি আপনার ওজন বেড়েছে ? বালির ভিডিও 12 পর্ব পর্যন্ত দেখেছি , বাকিগুলো আপলোড করবেন না ? ভ্লগগুলো দারুন ",1,0.125
এই তো দেখি এরশাদ শিকদারের মত হাহাহা যদি ঠিক মতন বিচার হয় তাহলে এরশাদ শিকদারের মতোই মরতে হবে ফাঁসিতে,0,0.15789473684210525
"শিক্ষা প্রতিষ্ঠানে সব রকমের রাজনীতি ❎ বন্ধকরা হোক । , শিক্ষা প্রতিষ্ঠানে রাজনীতির নামে সন্ত্রাস করার জায়গা নাকি ",1,0.1111111111111111
ঢাকা শহরে ফুটপাতে চিকেন ফ্রাই খেতে গেলেও ৫০ টাকা নিম্নে লাগে । আর সেখানে ৩০ টাকার এই খাবার আলহামদুলিল্লাহ,1,0.10526315789473684
"শুধু এই খাবার না , অন্যান্য খাবারের ক্ষেত্রে ও খাবার সামনে নিয়ে হাত দিয়ে তুলে নেয়ার সময় , আপনি যেই হাসিটা দেন না , সেইটা আমার কাছে খুবই জোশ লাগে , একেবারে শিশুসুলভ ",1,0.030303030303030304
তোমরা কি দুবাই শহর দেখ না যে এখানে একটা ইউটানের জন্য কতটুকু জায়গার দরকার । অল্প জায়গা হলেই হয়,0,0.10526315789473684
হাসিনার এই খমতা নেই যে এই পুলিশদের বিচার করে ,2,0.0
দাদা চেংরাবান্ধা থেকে জয়গা এবং জয়গা থেকে থিম্পু যাওয়ার জন্য গাড়ি ড্রাইভার এর নাম্বার দিলে উপক্রত হতাম । ধন্যবাদ,1,0.15789473684210525
সাজেক নিয়ে আমার সব গুলো পার্ট না দেখলে বুঝবেন কিভাবে !,0,0.09090909090909091
জমুনা টিভিকে ধন্যবাদ এরকম একটা জটিল রিপোর্ট করার জন্য,1,0.1111111111111111
"হিল্লোল ভাই , পুরান ঢাকার নান্না বিরিয়ানি ট্রাই করার জন্য অনুরোধ রইল ",1,0.0
"দেরি হলে তো আরো বেশি টাকা দেওয়ার কথা , কারণ যতদিন সে টাকা নেই নি ততদিন তার টাকার ইন্টারেস্ট বাড়ছে না ? ",0,0.045454545454545456
সালা আবাল নাকি ? এই কমেন্ট গুলা করার আগে গলায় দড়ি দিলি না কেন,2,0.14285714285714285
পাপন তো দেখছি দোগলা ব্যক্তি । যেন দোমুখো সাপ । একমুখে রাম নাম আরেক মুখে রাজ্যের গালি । লোকটার প্রতি শ্রদ্ধা হারিয়ে ফেললাম ,2,0.17391304347826086
"আমার ছেলের বয়স 5 । আমরা ঘুরে এসেছি । তেমন কোন সমস্যা হয়নাই , আলহামদুলিল্লাহ । তবে না যাওয়াই ভালো । ঠাণ্ডা এবং উচ্চতার কারণে অনেক সময় শ্বাস কষ্ট হয় , পেতে ব্যাথা হয় ",1,0.058823529411764705
"ওদের কি উপাধি দেওয়া যায় , শয়তান , ইবলিশ , নরপিশাচ , শুয়ার , কুত্তা , অমানুষ , ধুর ও যায় বলি একটাও ওদের সাথে যাচ্ছে না কম কম লাগছে , কেউ বলে দাও প্লিজ কি উপাধি দিলে পারফেক্ট হবে । ? ",2,0.11904761904761904
1ম প্রশ্ন - ইন্ডিয়ান 2টা বর্ডারে কি আপনাদের বলতে হয়েছে যে আপনারা ভুটান যাবেন ও অন্যান্য কাগজ পএ ও কি দেখাতে হয়েছে ভুটান যাবার,1,0.125
এই সব খাবার খেতে কত টকা লাগল,0,0.14285714285714285
এটা ডিজিটাল বাংলাদেশ । গরিব দুঃখিদের কি ভাবে পুটকি মেরে খাবে তারা জানে,0,0.07692307692307693
"না , এখন যেই রোডে দোকান , ওই রোডের মোড়ে বসতো ভাই , ওনার চেয়ে ওনার বড় ভাই জুম্মানচাচার চটপটি বেশী মজা ",1,0.13636363636363635
নিজে কি যেই ভালো মানের বুজালেন বুঝা যায় আপনি দেখেন না,2,0.09090909090909091
"একটা পরামর্শ , যদি খাবারের সাথে দামটা রিজনেবল হচ্ছে কি না সেটাও একটু ফিডব্যাক দিলে আরও দারুণ হতো ",1,0.05555555555555555
সায়েম ভাই আপনার ভিডিও আমার খুব ভাল লাগে । আপনার ধারণকারী ভিডিও ও ধারাবর্ননা দারুন । তবে লো কস্টএ কিভাবে টুর করব জানালে আমরা আরো উপকৃত হব,1,0.1111111111111111
"আরে এই কুত্তার বাচ্চা গুলা কি কোনো দিন ভালো হবে না ? খানকির পোলারা , শালার পুলিশ রা সব বেজন্মা কীট ",2,0.0
এত দেরী কেন বিচারের কি বালের বিচার করবে এখন ই‌ গলা কাটা দরকার,2,0.15384615384615385
সাময়িকভাবে বহিষ্কার করুক । না হলে তাদের বাবারা স্থান দিক । এটা আমাদের দেখার বিষয় না আমরা ফাঁসি চাই ,2,0.10526315789473684
টাকা দিয়ে এভাবে ঝাল খেয়ে নিজেকে অত্যাচার করার মানে নাই । টাকা দিয়া খাব যখন আরাম আয়েশ করে তৃপ্তি নিয়ে ধীরে সুস্থে খাব,1,0.13043478260869565
প্রতিটি বাংলাদেশি ভিডিওতে গিয়ে বাজে কমেন্ট করা কি তোর জন্মগত অভ্যাস ? গাধা কোথাকার । কনডম দুর্ঘটনা থেকে তোর জন্ম হইসে না হলে এমন হতি না তুই,2,0.14814814814814814
দ্বিতীয় পাঠঃ শিক্ষা নিয়ে আলোচনা করবো ,0,0.16666666666666666
"আমাদের বাংলাদেশের কোন কোন জায়গায় সিজনে ৫ টাকা কেজিও বিক্রি হয় , বুঝলেন ",0,0.07692307692307693
পি বি আই প্রধান কর্মকর্তা চট্টগ্রাম ডি ছি থাকা অবস্থায় হালিশহর এর এক জন ছাত্র শিবির ভাইয়ের দুটি চোখ নিজ হাতে বাহির করে ফেলে তাকে হত্যা করে,2,0.1111111111111111
"এখানে খেয়েছি , আমার নিজেরও বাড়ি রাঙামাটি । তবে এদের খাবার আরো মজা হওয়া উচিত ছিল ",1,0.125
* ৩০ টাকার চাইনিজ খেতে ঢাকা থেকে দিনাজপুর যাবো ? ভাড়াই তো যাবে ৪০০ অথবা ৫০০ টাকা *,1,0.1111111111111111
বুয়েটে ছাত্র রাজনীতি বন্ধ রাখা কোনও সমাধান না ছাত্র রাজনীতি তে সুষ্ঠ ধারা ফিরিয়ে আনা হলো ছাত্র রাজনীতি একমাত্র সমাধান,0,0.1
"আমি এই ভিডিও দেখে শুধু চিটাগং থেকে গেছি খাবার জন্য , খাবারের মান খুব খারাপ আর বয় ব্যবহার আরেক ফালতু , বলা ছিল ১৮০ টাকা মাটন কাচ্চি ওখানে গিয়ে দেখি ২২০ টাকা । নাজিরাবাদ শাখা ",2,0.08571428571428572
কে বলেছে আপনাকে এখানে কেবন ব্ল্যাক কফি পাওয়া যায় ? ভালো করে জেনে তারপর ভিডিও বানান,2,0.125
আদনান ভাই আর নওশিন আপু শুনুন,0,0.16666666666666666
আমি পানের দোকানে গেছিলাম । কিন্তু লোকটি আমার পানে সম্পুর্ন উপকরণ দেয় নি । অনেক উপকরণ দেয় নি,2,0.16666666666666666
ফালতু রেস্টুরেন্ট । আর জীবনে ও যাবো না । আগে ভালো লাগতো এখন আর সেই স্টার নাই,2,0.0
ইপশা আপু মিস করলো মজার খাবার,1,0.16666666666666666
আপনাকে দেখেই বোঝা যায় যে আপনার তথাকথিত বৌ নওশীন আপনাকে বাড়তে কিছুই রেঁধে খাওয়ায় নাহ । রাস্তায় রাস্তায় ঘুরতে হয় খাওয়ার জন্য,2,0.13636363636363635
"সেই সব বাবা মারা লোভী , তারা টাকার গন্ধ পেয়েছে । ঢাকায় এসে মিছিল করেন এই ঘুনে ধরা ছেলের বিপক্ষে । লোভে যেন আম ছালা না যাই , ভন্ড সাধু সাবধান ",0,0.16129032258064516
"কামরুল ভাই বলে কম , আমাদের মতো এতো কথা উনি বলেন না , যেটুক বলেন , আলহামদুলিল্লাহ্ ভালোই বলেন ",1,0.05263157894736842
এটাই ত চাই । সবাই মিলেমিশে থাকা । কিছু কিছু ইউটিউবাররা ত একজন আরেকজনের পিছনে সারাদিন গুতোগুতি করে,1,0.16666666666666666
"অসাধারণ দাদা , তবে খাবার একটু বেশি খেয়ে পেলছেন ",1,0.1111111111111111
"কতোদিন মিস করেছি । "" আরেকটু খাই , আরেকটু মুখে দেই "" ",1,0.08333333333333333
আরে ভাই কুত্তা লিগের আমলে আরো কত কি সুনবেন,2,0.1111111111111111
হিল্লোল ভাই খাচ্ছেন তারপর ও মোটা হচ্ছেন না । আর আমি তো আপনার খাওয়া দেখেই তিন কেজি বেড়ে গেলাম,1,0.05263157894736842
আমি কলকাতা তে থাকি । আপনাদের ভীষন ভালো লাগে ❤ ️,1,0.0
আপনার কমেন্ট টা খুবই কষ্টদায়ক ! একটা ভিডিওর পিছনের কাহিনী যদি জানতেন তাহলে এই রকম কমেন্ট করতেন না ভাইয়া ! আমার কোন টিম নেই । সবই আমার নিজের করতে হয় । চাকরীর পাশাপাশি একটা কোয়ালিটি ভিডিও রেডি করতে যে কি পরিমাণ পরিশ্রম যায় সেইটা চোখে না দেখলে বোঝা কঠিন !,2,0.08
এরা দুইজনই পেইড রিভিউয়ার এবং এরা খাবারের রিভিউ ঠিক করে একেবারে বলতেই পারে না,2,0.14285714285714285
গোয়া থেকে আমাদের দেশের কক্সবাজার এর পরিবেশ আলহামদুলিল্লাহ অনেক ভালো,1,0.1
রিফাত কি করে এই মেয়ে তোর ফ্রেন্ড হয় ? তোর আম্মুকে বলছি অপেক্ষা কর ,2,0.14285714285714285
একদম ভালো হৈছে খবর টা দেখে ভালো লাগলো,1,0.125
ভাইয়া আপনি যদি একটা ব্লগ ক্যামরা এবং একটা স্পিকার নিয়ে ব্লগ গুলো করেন তাহলে আপনি হবেন দেশের এক নাম্বার ব্লগার আর আর এক ড্রোন থাকলে তো আর কথাই নাই,1,0.10344827586206896
"ঢাকা বিশ্ববিদ্যালয়ের ভাইয়ের প্রচেষ্টায় ছেলে টার ভাগ্য খুলে গেছে , ধন্যবাদ ভাইজান ",1,0.08333333333333333
মন চায় সালা গোরে জুতা দিয়া মারতে,2,0.14285714285714285
সম্রাট কে ধরে নেওয়ার সময় যারা জয় বাংলা বলে স্লোগান দিয়েছে তাদেরকে ধরে একটা একটা করে পাঁঠার মত বলে দাও,2,0.1
"রিভিউ ও জায়গা চয়েজ ভাল , তবে এক কথা বার বার না বললে ভাল হয় , এটা বিরক্তিকর , আর সব কিছু এত ওভার এক্সপ্লেইন করার দরকার নাই । ধন্যবাদ ",0,0.06666666666666667
ভাই আপনার সাথে এক সাথে খাওয়া দাওয়া করতে চাই 01869266231,1,0.1
যমুনা টেলিভিশন শুধু বুয়েটে না প্রতিটি বিশ্ববিদ্যালয় ক্যাম্পাসে এ নিয়ে অনুসন্ধানী প্রতিবেদন তৈরি করুক । সাধারণ চেহারার আড়ালে কি পরিমাণ ভয়ংকর এসব নির্যাতন আশা করি আবরার এর করুণ মৃত্যুর মাধ্যমে মিডিয়ার নজরে এসেছে,0,0.09090909090909091
আলুর দম কি আর ভুনা হয় ? আলুর দম আলুর দম থেকে ই হয় । ভুনা মানে মাংস । একটু বুঝে শুনে জেনে কথা বলবেন,2,0.0
বড় শিল্পী হয়ে জাহান্নামে যাওয়ার থেকে মাদ্রাসায় পড়ে জান্নাতে যাওয়া ভালো,2,0.09090909090909091
খাওয়ার আগে বিসমিল্লাহ বলতে হয় । ছোটবেলায় তো বাপ থেকে মা শেখায় নাই এসব,2,0.14285714285714285
"ভাই , এই ভিডিও র উপরে কোনো মন্তব্য লিখতে পারছিনা । তবে আপনার উপচ্থনা ভালো । ভালো ",1,0.058823529411764705
"আমার তো মনে হয় এশিয়া সুইটস এর উপর বাংলাদেশে কোন দই মিষ্টির দোকান নেই । 2 বার আমি বিকালের পরে যেয়ে মিষ্টি পাই নাই , শেষ হয়ে যায় এত তারাতারি ",1,0.1
"দাদা সুলতান ডাইন এ যেতে পারেন । গুলশান ২ এ আছে । মাটন কাচ্চি বিরিয়ানি , মোরগ পোলাউ , রোস্ট পাবেন শুধু বিফটা অর্ডার দিবেন না । আবার কস্তুরী তেও যেতে পারেন ",1,0.15625
"শুওরের বাচ্চাদের আর দেখতে চাই না , ফাঁসি চাই ",2,0.1111111111111111
মাটন অথবা চিকেন খেলেন সেটা কি হালাল ছিল,2,0.0
আল্লাহ যা করেন বান্দার ভালোর জন্য ই করেন,1,0.125
সরকারকে পুলিশের জন্য এক টাকাও দিবেন না,0,0.0
পাপনরে রিমান্ডে নেয়া হোক । শালায় বিসিবির ধংস করে এখন ক্যাসিনোর ব্যাবসা শুরু করছে ,2,0.07142857142857142
সেই মামা পুরাই অস্থির একের ক,0,0.16666666666666666
আশাকরি সরকার এটার সুস্ট বিচার করবে,0,0.16666666666666666
"আমার মনে হচ্ছে আপনার অনেক জাল লাগছে , কিন্তু বলছেন না  ",0,0.0
ভাই আপনি খেতে খেতে মাথাটা যে নারান সেটা আমার খুব ভালো লাগে,1,0.16666666666666666
এই চোরের রেস্টুরেন্টে আর কোনোদিন যাবেন না । মোটামুটি কলকাতার কেউই এখানে যায় না,2,0.0
"স্টার হোটেলে শুধু মাত্র সকালে বিক্রি করতো , এখনো করে কিনা জানি না , তবে এতো স্বাদ স্টার এর কলিজার সিঙ্গাড়া , মনে হয় পুরাই মুখে লেগে আছে এখনো , বিশেষ করে ঠাটারিবাজারের স্টার হোটেলে ",1,0.08571428571428572
"আমি খেয়েছি সেখানে , দাম অনুযায়ী অনেল ভাল মানের খাবার ",1,0.1
"শুধু বুয়েটে কেন হবে , সারা বাংলাদেশের বিশ্ববিদ্যালয় গুলোতে রাজনীতি বন্ধ করতে হবে । ছাত্রদের রাজনীতির সুফল তো দেখতে পারছি না ",1,0.047619047619047616
ভাবি আর আপনাকে একসাথে দেখবার চাই ভাই,1,0.14285714285714285
"যে দাম , এতা কি গাড়ি না বিমান ",2,0.125
এটাই আমার রবের খেলা । কি ক্ষমতা আছে মানুষের এটা আমার ও প্রমান হলো ,1,0.07142857142857142
দেশ ছেড়ে কলকাতা গিয়ে রিভিউ মারানো লাগে ক্যান ভাই ? দেশের রেস্টুরেন্ট গুলাকে শো করেন,2,0.13333333333333333
জানাবেন । আর এই ডায়ালগ টা ( ( সবাই বলে একজনের এক এক খরচ সবাই একি,1,0.0625
4 মাস কি বাল পেলাইছে সে ? ঠিকানা মত গেলেই তো হতো,2,0.08333333333333333
কারন রান্না শুরু থেকে শেষ পরযন্ত আমরা দেখছি আপনারা খাচ্ছেন,2,0.1
রানা দের মত ছেলেরা জাতে হারিয়ে না জায় ,1,0.0
সম্রাট ভাই নিতান্তই একজন ভালো মানুষ,1,0.16666666666666666
ভাই আপনার মাধ্যমে আমরা বিদেশে বসে শিলিগুড়ি ও দার্জিলিং দেখতেপেলাম । আমার একটা প্রশ্নঃ এই যে বাস গুলোতে কি টয়লেটের কি ব্যবস্থা আছেকি ? এই ব্যাপারে কিছু বলেন । ভালো থাকেন । আল্লাহ,1,0.12121212121212122
"নিজের মানুষের সাথে কিসের বদলা ? সে ঝাল পছন্দ করে , রেয়ার খাবার ট্রাই করতে তার ভালো লাগে ",0,0.1111111111111111
আমি অন্যান্ন ব্লগে দেখেছি এই প্রতিষ্ঠানের বয়স ২৫০ বছর । কোনটা সঠিক,0,0.16666666666666666
ফালতু পিবিআই । টাকা খেয়ে সত্যকে মিথ্যা আর মিথ্যাকে সত্য বানায় । সাক্ষী নিজেদের পছন্দ মত বানায় । নিজেরা এদের কারনে হয়্ররানির শিকার নাহলে জানতাম না এরা কি করতে পারে । এদের মুখোশ সবার সামনে টেনে আনা উচিত,2,0.07894736842105263
আমি নিজে এমন ঘটনা ফেজ করেছি,2,0.16666666666666666
এই মহিলা এত্ত কথা বলে কেন ? এত পাকনা ক্যান মহিলা,2,0.09090909090909091
কুত্তার লেজ কখনো সোজা হয় না এই হসপিটাল বন্ধ করে দেয়া উচিত,2,0.08333333333333333
সব ব্রাঞ্চে সমান হওয়ার কথা না ?,0,0.14285714285714285
ভাই পাচপোর্ট ও ভিসা লাগবে কি,0,0.16666666666666666
এই পুলিশ নামে কিছু মাদারের বাচ্চাদের জন্য দেশের উন্নতি হয় না,2,0.09090909090909091
আজ রাতে ডিনার হয়নি বাড়িতে । আপনার খাও ৯ : ৩৬ দেখে পেট ভরে যাচ্ছে,1,0.06666666666666667
"আপনার ভিডিও আমার খুব ভাল লাগে , টাঙ্গাইলে আমার বাড়ি , যদি টাঙ্গাইলের কোন ভিডিও বানাতেন ভাল লাগত ",1,0.16666666666666666
এতো খাচ্ছেন মোটা হচ্ছেন না কেন,0,0.16666666666666666
অনেক বার খাইছি ভাই # মিরপর_1,0,0.16666666666666666
